inner,outer
18208.0,35155
18208.0,35761
18208.0,36658
18208.0,36669
18208.0,37395
18208.0,38578
18208.0,79208
18208.0,79814
18208.0,79823
18208.0,80134
18208.0,80519
18208.0,80529
18208.0,85594
18208.0,86056
18208.0,86326
18208.0,88146
18208.0,88552
18208.0,113822
18208.0,35122
18208.0,87685
18208.0,114294
18208.0,33511
18208.0,34615
18208.0,86628
18208.0,80133
18208.0,114065
18208.0,114790
18223.0,18223
18223.0,26307
18223.0,26322
18223.0,26615
18223.0,27091
18223.0,27661
18223.0,27664
18223.0,27704
18223.0,28512
18223.0,29626
18223.0,29661
18223.0,29678
18223.0,33812
18223.0,33824
18223.0,34625
18223.0,34637
18223.0,34654
18223.0,35155
18223.0,35161
18223.0,35177
18223.0,35835
18223.0,36669
18223.0,37435
18223.0,37442
18223.0,38108
18223.0,38578
18223.0,79208
18223.0,79217
18223.0,79225
18223.0,79497
18223.0,79823
18223.0,80157
18223.0,80541
18223.0,80552
18223.0,81493
18223.0,85600
18223.0,85601
18223.0,85602
18223.0,86076
18223.0,86639
18223.0,86983
18223.0,86992
18223.0,88146
18223.0,113596
18223.0,38087
18223.0,115045
18223.0,114312
18223.0,115601
18223.0,114545
18223.0,26631
18223.0,33511
18223.0,88564
18223.0,86628
18246.0,18246
18246.0,26640
18246.0,27116
18246.0,27129
18246.0,27143
18246.0,27733
18246.0,27741
18246.0,27752
18246.0,28531
18246.0,28536
18246.0,28549
18246.0,28554
18246.0,29732
18246.0,30759
18246.0,33526
18246.0,33849
18246.0,34226
18246.0,34230
18246.0,34669
18246.0,34673
18246.0,35210
18246.0,35842
18246.0,35865
18246.0,36715
18246.0,36717
18246.0,37477
18246.0,38132
18246.0,39377
18246.0,79507
18246.0,79517
18246.0,79853
18246.0,80567
18246.0,80576
18246.0,81036
18246.0,82039
18246.0,85171
18246.0,85172
18246.0,85826
18246.0,86088
18246.0,87017
18246.0,87727
18246.0,88582
18246.0,89665
18246.0,114096
18246.0,114552
18246.0,79520
18246.0,87026
18246.0,87364
18246.0,86652
18246.0,35207
18246.0,85618
18246.0,114812
18246.0,87360
18246.0,115060
18270.0,18270
18270.0,26640
18270.0,27116
18270.0,27129
18270.0,27143
18270.0,27733
18270.0,27741
18270.0,27752
18270.0,28531
18270.0,28536
18270.0,28549
18270.0,28554
18270.0,29732
18270.0,33526
18270.0,33849
18270.0,34226
18270.0,34230
18270.0,34669
18270.0,34673
18270.0,35210
18270.0,35842
18270.0,35865
18270.0,36715
18270.0,36717
18270.0,37477
18270.0,38132
18270.0,39377
18270.0,78980
18270.0,79507
18270.0,79517
18270.0,79853
18270.0,80567
18270.0,80576
18270.0,81036
18270.0,85171
18270.0,85172
18270.0,85826
18270.0,86088
18270.0,87017
18270.0,87727
18270.0,88582
18270.0,114096
18270.0,114552
18270.0,79520
18270.0,87026
18270.0,87364
18270.0,113601
18270.0,86652
18270.0,35207
18270.0,85618
18270.0,114812
18270.0,87360
18270.0,115060
18309.0,18309
18309.0,26640
18309.0,27116
18309.0,27129
18309.0,27704
18309.0,27733
18309.0,27741
18309.0,27752
18309.0,28512
18309.0,28536
18309.0,28549
18309.0,28554
18309.0,33526
18309.0,33849
18309.0,34226
18309.0,34230
18309.0,34654
18309.0,34669
18309.0,34673
18309.0,35161
18309.0,35177
18309.0,35835
18309.0,35842
18309.0,35865
18309.0,36715
18309.0,36717
18309.0,37477
18309.0,78980
18309.0,79225
18309.0,79507
18309.0,79853
18309.0,80567
18309.0,80576
18309.0,81493
18309.0,85826
18309.0,86076
18309.0,86088
18309.0,86639
18309.0,88582
18309.0,113596
18309.0,114096
18309.0,114552
18309.0,113601
18309.0,115045
18309.0,114312
18309.0,86652
18309.0,35207
18309.0,85618
18309.0,26631
18309.0,87360
18370.0,18370
18370.0,27178
18370.0,27779
18370.0,27782
18370.0,27786
18370.0,27789
18370.0,27791
18370.0,27818
18370.0,28608
18370.0,28614
18370.0,28617
18370.0,28624
18370.0,28632
18370.0,29764
18370.0,29812
18370.0,30825
18370.0,33873
18370.0,34278
18370.0,34703
18370.0,34705
18370.0,34718
18370.0,35234
18370.0,35896
18370.0,35898
18370.0,35900
18370.0,35916
18370.0,35922
18370.0,36742
18370.0,38158
18370.0,38165
18370.0,38627
18370.0,39023
18370.0,39395
18370.0,79250
18370.0,80592
18370.0,80599
18370.0,81542
18370.0,81550
18370.0,85632
18370.0,86669
18370.0,87027
18370.0,87760
18370.0,88606
18370.0,88615
18370.0,88984
18370.0,88990
18370.0,115067
18370.0,115346
18370.0,85624
18370.0,115069
18370.0,27765
18370.0,85404
18370.0,85399
18370.0,79530
18370.0,113860
18370.0,115633
18370.0,89367
18370.0,114566
18370.0,79865
18370.0,113857
18370.0,114111
18472.0,18472
18472.0,26074
18472.0,26374
18472.0,26708
18472.0,27196
18472.0,27217
18472.0,27227
18472.0,27837
18472.0,28704
18472.0,28733
18472.0,29871
18472.0,29876
18472.0,29883
18472.0,29888
18472.0,29891
18472.0,29912
18472.0,30899
18472.0,33314
18472.0,33578
18472.0,33898
18472.0,33906
18472.0,33910
18472.0,34747
18472.0,35965
18472.0,35986
18472.0,35990
18472.0,36812
18472.0,36815
18472.0,36819
18472.0,36824
18472.0,36826
18472.0,37566
18472.0,37579
18472.0,38677
18472.0,39058
18472.0,39077
18472.0,39428
18472.0,39439
18472.0,79573
18472.0,79892
18472.0,81090
18472.0,81571
18472.0,81574
18472.0,81579
18472.0,81593
18472.0,82108
18472.0,85420
18472.0,86412
18472.0,87786
18472.0,87791
18472.0,87797
18472.0,88212
18472.0,88639
18472.0,89390
18472.0,113875
18472.0,114135
18472.0,33907
18472.0,115356
18472.0,87395
18472.0,89396
18472.0,114593
18472.0,89010
18472.0,114134
18472.0,26077
18472.0,114583
18476.0,18476
18476.0,26074
18476.0,26374
18476.0,26708
18476.0,27196
18476.0,27217
18476.0,27227
18476.0,27837
18476.0,28704
18476.0,28733
18476.0,29871
18476.0,29876
18476.0,29883
18476.0,29888
18476.0,29891
18476.0,29912
18476.0,30899
18476.0,33314
18476.0,33578
18476.0,33898
18476.0,33906
18476.0,33910
18476.0,34747
18476.0,35965
18476.0,35986
18476.0,35990
18476.0,36812
18476.0,36815
18476.0,36819
18476.0,36824
18476.0,36826
18476.0,37566
18476.0,37579
18476.0,38677
18476.0,39058
18476.0,39077
18476.0,39428
18476.0,39439
18476.0,79573
18476.0,79892
18476.0,81090
18476.0,81571
18476.0,81574
18476.0,81579
18476.0,81593
18476.0,82108
18476.0,85420
18476.0,86412
18476.0,87786
18476.0,87791
18476.0,87797
18476.0,88212
18476.0,88639
18476.0,89390
18476.0,113875
18476.0,114135
18476.0,33907
18476.0,115356
18476.0,87395
18476.0,89396
18476.0,114593
18476.0,39431
18476.0,89010
18476.0,39429
18476.0,114134
18476.0,26077
18476.0,114583
18500.0,18500
18500.0,26374
18500.0,26708
18500.0,27196
18500.0,27837
18500.0,33314
18500.0,33898
18500.0,33906
18500.0,34747
18500.0,35965
18500.0,35986
18500.0,35990
18500.0,36792
18500.0,36804
18500.0,36812
18500.0,36815
18500.0,36819
18500.0,36824
18500.0,79258
18500.0,79263
18500.0,79573
18500.0,79888
18500.0,79892
18500.0,81073
18500.0,81090
18500.0,85420
18500.0,86412
18500.0,87046
18500.0,87786
18500.0,87791
18500.0,88212
18500.0,88639
18500.0,113875
18500.0,115083
18500.0,87395
18500.0,26077
18500.0,114583
18500.0,25817
18501.0,18501
18501.0,26074
18501.0,26374
18501.0,26396
18501.0,26745
18501.0,27196
18501.0,27217
18501.0,27227
18501.0,27837
18501.0,28704
18501.0,28733
18501.0,28754
18501.0,29891
18501.0,29912
18501.0,33335
18501.0,33578
18501.0,33585
18501.0,33898
18501.0,33906
18501.0,33910
18501.0,33919
18501.0,35986
18501.0,35990
18501.0,36037
18501.0,36824
18501.0,36826
18501.0,37579
18501.0,38218
18501.0,38677
18501.0,38688
18501.0,39077
18501.0,39428
18501.0,39439
18501.0,79573
18501.0,79589
18501.0,80632
18501.0,81090
18501.0,81579
18501.0,81593
18501.0,86134
18501.0,86412
18501.0,87407
18501.0,87791
18501.0,87797
18501.0,88243
18501.0,113875
18501.0,114135
18501.0,115100
18501.0,33907
18501.0,85668
18501.0,87395
18501.0,89396
18501.0,114593
18501.0,114134
18501.0,26077
18501.0,89405
18509.0,18509
18509.0,26103
18509.0,26396
18509.0,26741
18509.0,26745
18509.0,26753
18509.0,28754
18509.0,33335
18509.0,33585
18509.0,33589
18509.0,33919
18509.0,36037
18509.0,37628
18509.0,38218
18509.0,38229
18509.0,38688
18509.0,79589
18509.0,79604
18509.0,80632
18509.0,85889
18509.0,86134
18509.0,86153
18509.0,87407
18509.0,88243
18509.0,113879
18509.0,115100
18509.0,37631
18509.0,79599
18509.0,85668
18509.0,38231
18509.0,115110
18509.0,115105
18509.0,85439
18509.0,85219
18509.0,28788
18514.0,18514
18514.0,18537
18514.0,25851
18514.0,26103
18514.0,26741
18514.0,26753
18514.0,26760
18514.0,33589
18514.0,33606
18514.0,34809
18514.0,37626
18514.0,37628
18514.0,37637
18514.0,38229
18514.0,79604
18514.0,85889
18514.0,86153
18514.0,113879
18514.0,37631
18514.0,79599
18514.0,38231
18514.0,115110
18514.0,87429
18514.0,114880
18514.0,115105
18514.0,85439
18514.0,85219
18514.0,86155
18514.0,28788
18518.0,18518
18518.0,26103
18518.0,26396
18518.0,26741
18518.0,26745
18518.0,26753
18518.0,33335
18518.0,33585
18518.0,33589
18518.0,33919
18518.0,36037
18518.0,79589
18518.0,79604
18518.0,80632
18518.0,85889
18518.0,86134
18518.0,86153
18518.0,87407
18518.0,88243
18518.0,113879
18518.0,115100
18518.0,79599
18518.0,85668
18518.0,115110
18518.0,115105
18518.0,85439
18518.0,85219
18518.0,28788
18518.0,113374
18525.0,18525
18525.0,25851
18525.0,26760
18525.0,26770
18525.0,26795
18525.0,27959
18525.0,28870
18525.0,30006
18525.0,33606
18525.0,33613
18525.0,33617
18525.0,33619
18525.0,34809
18525.0,35367
18525.0,36922
18525.0,37626
18525.0,37637
18525.0,37649
18525.0,38250
18525.0,38252
18525.0,79607
18525.0,85233
18525.0,86449
18525.0,86452
18525.0,89057
18525.0,85899
18525.0,33609
18525.0,115127
18525.0,87086
18525.0,87429
18525.0,114618
18525.0,114880
18525.0,86155
18537.0,18514
18537.0,18537
18537.0,26103
18537.0,26396
18537.0,26741
18537.0,26745
18537.0,26753
18537.0,28754
18537.0,33335
18537.0,33585
18537.0,33589
18537.0,33919
18537.0,36037
18537.0,37628
18537.0,38218
18537.0,38229
18537.0,79589
18537.0,79604
18537.0,80632
18537.0,85889
18537.0,86134
18537.0,86153
18537.0,87407
18537.0,88243
18537.0,113879
18537.0,115100
18537.0,37631
18537.0,79599
18537.0,85668
18537.0,38231
18537.0,115110
18537.0,115105
18537.0,85439
18537.0,85219
18537.0,28788
18585.0,18585
18585.0,26770
18585.0,26795
18585.0,27959
18585.0,28870
18585.0,33613
18585.0,33617
18585.0,33619
18585.0,35366
18585.0,35367
18585.0,36099
18585.0,36922
18585.0,37649
18585.0,38252
18585.0,79607
18585.0,79962
18585.0,80292
18585.0,85233
18585.0,86449
18585.0,86452
18585.0,88697
18585.0,85899
18585.0,33609
18585.0,115127
18585.0,87086
18585.0,114625
18585.0,114618
18585.0,114890
18615.0,18615
18615.0,27306
18615.0,28005
18615.0,34852
18615.0,34861
18615.0,35366
18615.0,36099
18615.0,36111
18615.0,79330
18615.0,79334
18615.0,79626
18615.0,79962
18615.0,80292
18615.0,80301
18615.0,81180
18615.0,85698
18615.0,85701
18615.0,86463
18615.0,114627
18615.0,86758
18615.0,114162
18615.0,114625
18615.0,33641
18615.0,86175
18615.0,85919
18615.0,114895
18615.0,114890
18615.0,113681
18622.0,18585
18622.0,18622
18622.0,26770
18622.0,26795
18622.0,27959
18622.0,28870
18622.0,28873
18622.0,33613
18622.0,33617
18622.0,33619
18622.0,35366
18622.0,35367
18622.0,36099
18622.0,36922
18622.0,37649
18622.0,38250
18622.0,38252
18622.0,79607
18622.0,79962
18622.0,80292
18622.0,85233
18622.0,86449
18622.0,86452
18622.0,88697
18622.0,85899
18622.0,33609
18622.0,115127
18622.0,87086
18622.0,114625
18622.0,114618
18622.0,114890
18636.0,18636
18636.0,26812
18636.0,26826
18636.0,28044
18636.0,28082
18636.0,28084
18636.0,28933
18636.0,30089
18636.0,30134
18636.0,30137
18636.0,33642
18636.0,33989
18636.0,34866
18636.0,35430
18636.0,36981
18636.0,36997
18636.0,37004
18636.0,37701
18636.0,37706
18636.0,37710
18636.0,38299
18636.0,38747
18636.0,38754
18636.0,39144
18636.0,39154
18636.0,79349
18636.0,80318
18636.0,85713
18636.0,86199
18636.0,86779
18636.0,86787
18636.0,87118
18636.0,87877
18636.0,87878
18636.0,113692
18636.0,114644
18636.0,114911
18636.0,115441
18636.0,114408
18636.0,114637
18636.0,25872
18636.0,80329
18636.0,79346
18636.0,85247
18636.0,79351
18636.0,89116
18636.0,87487
18636.0,86774
18640.0,18640
18640.0,26812
18640.0,27306
18640.0,28005
18640.0,28044
18640.0,28914
18640.0,28933
18640.0,33642
18640.0,34852
18640.0,34861
18640.0,34866
18640.0,35430
18640.0,36111
18640.0,36951
18640.0,36981
18640.0,37706
18640.0,79330
18640.0,79334
18640.0,79626
18640.0,80301
18640.0,80318
18640.0,81180
18640.0,81670
18640.0,85698
18640.0,85701
18640.0,86463
18640.0,86779
18640.0,87118
18640.0,87877
18640.0,87878
18640.0,88295
18640.0,113692
18640.0,114627
18640.0,113690
18640.0,86758
18640.0,114162
18640.0,115425
18640.0,115141
18640.0,33641
18640.0,86175
18640.0,85919
18640.0,114895
18640.0,86774
18640.0,113681
18785.0,18785
18785.0,18807
18785.0,25881
18785.0,27376
18785.0,27389
18785.0,27400
18785.0,28109
18785.0,29067
18785.0,29078
18785.0,29101
18785.0,30170
18785.0,30201
18785.0,31107
18785.0,34432
18785.0,34441
18785.0,34908
18785.0,35501
18785.0,36218
18785.0,36233
18785.0,36255
18785.0,37072
18785.0,38323
18785.0,39519
18785.0,39521
18785.0,39811
18785.0,80360
18785.0,80362
18785.0,80758
18785.0,81228
18785.0,81230
18785.0,81740
18785.0,86488
18785.0,86817
18785.0,86822
18785.0,87149
18785.0,87902
18785.0,88373
18785.0,114661
18785.0,115177
18785.0,115739
18785.0,86215
18785.0,87924
18785.0,114920
18785.0,27375
18785.0,114197
18785.0,86494
18785.0,114664
18785.0,114921
18785.0,79667
18785.0,85948
18785.0,38336
18785.0,38794
18785.0,89133
18786.0,18786
18786.0,25902
18786.0,26877
18786.0,27400
18786.0,27413
18786.0,28145
18786.0,29078
18786.0,29086
18786.0,29101
18786.0,29103
18786.0,29117
18786.0,29157
18786.0,29159
18786.0,33404
18786.0,34441
18786.0,34464
18786.0,35501
18786.0,35511
18786.0,35519
18786.0,36233
18786.0,36255
18786.0,36265
18786.0,36267
18786.0,36272
18786.0,36284
18786.0,37072
18786.0,38351
18786.0,38357
18786.0,38360
18786.0,78865
18786.0,79118
18786.0,79119
18786.0,79382
18786.0,80362
18786.0,80370
18786.0,80784
18786.0,80792
18786.0,81740
18786.0,86229
18786.0,86511
18786.0,115177
18786.0,113727
18786.0,87924
18786.0,79672
18786.0,79667
18786.0,115179
18786.0,80378
18786.0,113444
18786.0,37779
18807.0,18807
18807.0,25881
18807.0,27376
18807.0,27389
18807.0,27400
18807.0,28109
18807.0,29067
18807.0,29078
18807.0,29101
18807.0,30170
18807.0,30201
18807.0,31107
18807.0,34432
18807.0,34441
18807.0,34908
18807.0,35501
18807.0,36218
18807.0,36233
18807.0,36255
18807.0,37072
18807.0,38323
18807.0,39519
18807.0,39521
18807.0,39811
18807.0,80360
18807.0,80362
18807.0,80758
18807.0,81228
18807.0,81230
18807.0,81740
18807.0,86488
18807.0,86817
18807.0,86822
18807.0,87149
18807.0,87902
18807.0,88373
18807.0,114661
18807.0,115177
18807.0,115739
18807.0,86215
18807.0,87924
18807.0,114920
18807.0,27375
18807.0,114197
18807.0,86494
18807.0,114664
18807.0,114921
18807.0,79667
18807.0,85948
18807.0,38336
18807.0,38794
18807.0,89133
18848.0,18848
18848.0,18887
18848.0,26499
18848.0,26890
18848.0,27413
18848.0,27443
18848.0,27450
18848.0,28177
18848.0,29159
18848.0,29167
18848.0,29185
18848.0,30345
18848.0,33409
18848.0,33412
18848.0,34046
18848.0,34464
18848.0,34960
18848.0,35546
18848.0,37137
18848.0,38351
18848.0,38357
18848.0,38360
18848.0,38368
18848.0,38372
18848.0,39205
18848.0,39207
18848.0,39209
18848.0,79119
18848.0,79409
18848.0,79685
18848.0,79687
18848.0,80392
18848.0,80784
18848.0,80792
18848.0,81266
18848.0,81764
18848.0,85290
18848.0,85293
18848.0,85521
18848.0,85741
18848.0,86229
18848.0,86843
18848.0,86856
18848.0,87534
18848.0,88785
18848.0,89164
18848.0,89498
18848.0,113741
18848.0,114446
18848.0,115198
18848.0,85524
18848.0,89501
18848.0,115468
18848.0,26905
18848.0,80378
18848.0,87182
18848.0,113738
18868.0,18868
18868.0,26499
18868.0,26890
18868.0,27413
18868.0,27443
18868.0,27450
18868.0,28177
18868.0,33409
18868.0,33412
18868.0,34046
18868.0,34464
18868.0,34960
18868.0,35546
18868.0,78865
18868.0,79118
18868.0,79119
18868.0,79409
18868.0,79685
18868.0,79687
18868.0,80392
