inner,outer
17732,33307
17732,33309
17732,33312
17732,33324
17732,33567
17732,33575
17732,33577
17732,33892
17732,33897
17732,33315
17736,26074
17736,26079
17736,26087
17736,26094
17736,26095
17736,26097
17736,26386
17736,26387
17736,26403
17736,26406
17736,26728
17736,26736
17736,26738
17736,26754
17736,33330
17736,33331
17736,33337
17736,33341
17736,33583
17736,33586
17736,33588
17736,33589
17736,33591
17736,33919
17736,33908
17736,33929
17744,25819
17744,25826
17744,26074
17744,26365
17744,26375
17744,26380
17744,26384
17744,26386
17744,26387
17744,26710
17744,26715
17744,26721
17744,26723
17744,26728
17744,26736
17744,27195
17744,27202
17744,27206
17744,27207
17744,27213
17744,27217
17744,27233
17744,33324
17744,33330
17744,33567
17744,33575
17744,33577
17744,33892
17744,33901
17744,34296
17744,34298
17744,34299
17744,34737
17744,34745
17744,34757
17744,34765
17744,34766
17744,33908
17744,33897
17744,33315
17744,34748
17744,34291
17754,25819
17754,25826
17754,26365
17754,26375
17754,26380
17754,26384
17754,26693
17754,26705
17754,26710
17754,26715
17754,26721
17754,26723
17754,33307
17754,33309
17754,33312
17754,33324
17754,33567
17754,33575
17754,33577
17754,33892
17754,33901
17754,34287
17754,34298
17754,33897
17754,33315
17758,26074
17758,26079
17758,26087
17758,26094
17758,26095
17758,26097
17758,26386
17758,26387
17758,26403
17758,26406
17758,26728
17758,26736
17758,26738
17758,26742
17758,26751
17758,26753
17758,26754
17758,26755
17758,27217
17758,33330
17758,33331
17758,33337
17758,33341
17758,33583
17758,33586
17758,33588
17758,33589
17758,33591
17758,33919
17758,34322
17758,34332
17758,34765
17758,33908
17758,33929
17759,25819
17759,25826
17759,26074
17759,26365
17759,26375
17759,26380
17759,26384
17759,26386
17759,26387
17759,26710
17759,26715
17759,26721
17759,26723
17759,26728
17759,26736
17759,27217
17759,33324
17759,33330
17759,33567
17759,33575
17759,33577
17759,33892
17759,33901
17759,34296
17759,34298
17759,34299
17759,34765
17759,33908
17759,33897
17759,33315
17759,34291
17761,26074
17761,26079
17761,26087
17761,26094
17761,26095
17761,26097
17761,26386
17761,26387
17761,26403
17761,26406
17761,26728
17761,26736
17761,26738
17761,26742
17761,26751
17761,26753
17761,26754
17761,26755
17761,33330
17761,33331
17761,33337
17761,33341
17761,33583
17761,33586
17761,33588
17761,33589
17761,33591
17761,33919
17761,34322
17761,33908
17761,33929
17767,26074
17767,26079
17767,26087
17767,26097
17767,26384
17767,26386
17767,26387
17767,26710
17767,26715
17767,26728
17767,26736
17767,26738
17767,26755
17767,33324
17767,33330
17767,33331
17767,33575
17767,33577
17767,33583
17767,33586
17767,33901
17767,33919
17767,34322
17767,33908
17767,33897
17773,25819
17773,25826
17773,26365
17773,26375
17773,26380
17773,26384
17773,26693
17773,26705
17773,26710
17773,26715
17773,26721
17773,26723
17773,27182
17773,27185
17773,27195
17773,27202
17773,27206
17773,27207
17773,27213
17773,27820
17773,33307
17773,33309
17773,33312
17773,33324
17773,33567
17773,33575
17773,33577
17773,33892
17773,33901
17773,34287
17773,34288
17773,34290
17773,34296
17773,34298
17773,34299
17773,34735
17773,34736
17773,34737
17773,34740
17773,34745
17773,34757
17773,35267
17773,35290
17773,33897
17773,33315
17773,34748
17773,34291
17773,35284
17774,25819
17774,25826
17774,26074
17774,26365
17774,26375
17774,26380
17774,26384
17774,26386
17774,26387
17774,26710
17774,26715
17774,26721
17774,26723
17774,26728
17774,26736
17774,27195
17774,27207
17774,27213
17774,27217
17774,33324
17774,33330
17774,33567
17774,33575
17774,33577
17774,33892
17774,33901
17774,34296
17774,34298
17774,34299
17774,34757
17774,34765
17774,34766
17774,33908
17774,33897
17774,33315
17774,34291
17780,26079
17780,26087
17780,26094
17780,26095
17780,26097
17780,26403
17780,26406
17780,26415
17780,26417
17780,26418
17780,26419
17780,26738
17780,26742
17780,26751
17780,26753
17780,26754
17780,26755
17780,26762
17780,27234
17780,27257
17780,27265
17780,33331
17780,33337
17780,33341
17780,33345
17780,33583
17780,33586
17780,33588
17780,33589
17780,33591
17780,33595
17780,33919
17780,33932
17780,33937
17780,33940
17780,34322
17780,34332
17780,34342
17780,34771
17780,34775
17780,34782
17780,34786
17780,34787
17780,34788
17780,34792
17780,34798
17780,34799
17780,34804
17780,34796
17780,33929
17781,26079
17781,26087
17781,26094
17781,26095
17781,26097
17781,26403
17781,26406
17781,26415
17781,26417
17781,26418
17781,26419
17781,26738
17781,26742
17781,26751
17781,26753
17781,26754
17781,26755
17781,26762
17781,27257
17781,33331
17781,33337
17781,33341
17781,33345
17781,33583
17781,33586
17781,33588
17781,33589
17781,33591
17781,33595
17781,33919
17781,33932
17781,33937
17781,33940
17781,34322
17781,34332
17781,34342
17781,34798
17781,34804
17781,33929
17783,26079
17783,26087
17783,26094
17783,26095
17783,26097
17783,26403
17783,26406
17783,26415
17783,26417
17783,26418
17783,26419
17783,26738
17783,26742
17783,26754
17783,26755
17783,33331
17783,33337
17783,33341
17783,33345
17783,33583
17783,33586
17783,33588
17783,33589
17783,33591
17783,33595
17783,33919
17783,33932
17783,33937
17783,33940
17783,34322
17783,34342
17783,33929
17793,25851
17793,26414
17793,26415
17793,26417
17793,26418
17793,26419
17793,26767
17793,33345
17793,33349
17793,33595
17793,33600
17793,33611
17793,33944
17793,33950
17793,33348
17811,26094
17811,26095
17811,26403
17811,26406
17811,26414
17811,26415
17811,26417
17811,26418
17811,26419
17811,26742
17811,26751
17811,26753
17811,26754
17811,26762
17811,26767
17811,27257
17811,27265
17811,33337
17811,33341
17811,33345
17811,33349
17811,33588
17811,33589
17811,33591
17811,33595
17811,33600
17811,33932
17811,33937
17811,33940
17811,33944
17811,33950
17811,34332
17811,34342
17811,34347
17811,34786
17811,34787
17811,34788
17811,34792
17811,34798
17811,34799
17811,34804
17811,34811
17811,34796
17811,33348
17811,33929
17817,26094
17817,26095
17817,26403
17817,26406
17817,26414
17817,26415
17817,26417
17817,26418
17817,26419
17817,26742
17817,26751
17817,26753
17817,26754
17817,26762
17817,26767
17817,27257
17817,27265
17817,33337
17817,33341
17817,33345
17817,33349
17817,33588
17817,33589
17817,33591
17817,33595
17817,33600
17817,33932
17817,33937
17817,33940
17817,33944
17817,33950
17817,34332
17817,34342
17817,34347
17817,34786
17817,34787
17817,34788
17817,34792
17817,34798
17817,34799
17817,34804
17817,34811
17817,34796
17817,33348
17817,33929
17829,26117
17829,26434
17829,26436
17829,26440
17829,26443
17829,26785
17829,26794
17829,26798
17829,26802
17829,27276
17829,27286
17829,27293
17829,27299
17829,27305
17829,27312
17829,33367
17829,33618
17829,33620
17829,33628
17829,33633
17829,33957
17829,33962
17829,33968
17829,33970
17829,34372
17829,34373
17829,34817
17829,34820
17829,34823
17829,34825
17829,34833
17829,34837
17829,34840
17829,34841
17829,34851
17829,34853
17829,34855
17829,26115
17829,34843
17834,26117
17834,26434
17834,26436
17834,26773
17834,26774
17834,26781
17834,26785
17834,26794
17834,27276
17834,27286
17834,27293
17834,33611
17834,33618
17834,33620
17834,33628
17834,33957
17834,33962
17834,33968
17834,34356
17834,34357
17834,34817
17834,34820
17834,34833
17834,33955
17834,26115
17839,26117
17839,26414
17839,26436
17839,26767
17839,26773
17839,26774
17839,26781
17839,26794
17839,27274
17839,27276
17839,27282
17839,27286
17839,27293
17839,33349
17839,33600
17839,33611
17839,33618
17839,33620
17839,33944
17839,33950
17839,33957
17839,33962
17839,34347
17839,34356
17839,34357
17839,34811
17839,34817
17839,34820
17839,34823
17839,34825
17839,35368
17839,33955
17839,26115
17839,33348
17840,26117
17840,26414
17840,26436
17840,26767
17840,26773
17840,26774
17840,26781
17840,26794
17840,27274
17840,27276
17840,27282
17840,27286
17840,27293
17840,33349
17840,33600
17840,33611
17840,33618
17840,33620
17840,33944
17840,33950
17840,33957
17840,33962
17840,34347
17840,34356
17840,34357
17840,34811
17840,34817
17840,34820
17840,34823
17840,34825
17840,35368
17840,33955
17840,26115
17840,33348
17858,25867
17858,25868
17858,26448
17858,26449
17858,26452
17858,26454
17858,26813
17858,26815
17858,26820
17858,26822
17858,27304
17858,27320
17858,27322
17858,27326
17858,27328
17858,27330
17858,27339
17858,33369
17858,33377
17858,33634
17858,33635
17858,33644
17858,33646
17858,33983
17858,34380
17858,34381
17858,34388
17858,34391
17858,34393
17858,34402
17858,34405
17858,34406
17858,34860
17858,26130
17871,25867
17871,25868
17871,26440
17871,26443
17871,26448
17871,26449
17871,26452
17871,26454
17871,26798
17871,26802
17871,26813
17871,26815
17871,26820
17871,26822
17871,27305
17871,33367
17871,33369
17871,33377
17871,33633
17871,33634
17871,33635
17871,33644
17871,33646
17871,33970
17871,33983
17871,34372
17871,34373
17871,34380
17871,34381
17871,34388
17871,34393
17871,34841
17871,34853
17878,25867
17878,25868
17878,25869
17878,26448
17878,26449
17878,26452
17878,26454
17878,26815
17878,33369
17878,33377
17878,33634
17878,33635
17878,33644
17878,33646
17878,26130
17885,25891
17885,26138
17885,26144
17885,26150
17885,26842
17885,26847
17885,26854
17885,26856
17885,26857
17885,33399
17885,33669
17885,33673
17885,33675
17885,33679
17885,33680
17885,33682
17885,34002
17885,34009
17885,34010
17885,34415
17885,34431
17885,34433
17885,26477
17885,27377
17888,25874
17888,25879
17888,25891
17888,26138
17888,26144
17888,26150
17888,26470
17888,26473
17888,26825
17888,26842
17888,26847
17888,26854
17888,33384
17888,33659
17888,33669
17888,33673
17888,33675
17888,33679
17888,34002
17888,34009
17888,34010
17888,34415
17888,34411
17888,34407
17888,33653
17888,27377
17897,25874
17897,25879
17897,26138
17897,26470
17897,26473
17897,26854
17897,33384
17897,33659
17897,33669
17897,33673
17897,26130
17897,33653
17899,25874
17899,26138
17899,26470
17899,26473
17899,26825
17899,26854
17899,27339
17899,27355
17899,27367
17899,33384
17899,33659
17899,33669
17899,33673
17899,34002
17899,34391
17899,34402
17899,34405
17899,34406
17899,34881
17899,34888
17899,34890
17899,34893
17899,34896
17899,34411
17899,26130
17899,34407
17899,33653
17904,25874
17904,25879
17904,26138
17904,26470
17904,26473
17904,33384
17904,33659
17904,33669
17904,33673
17904,26130
17904,33653
17910,25874
17910,25879
17910,26138
17910,26470
17910,26473
17910,33384
17910,33659
17910,33669
17910,33673
17910,26130
17910,33653
17916,25894
17916,25903
17916,26487
17916,26873
17916,26879
17916,26880
17916,33400
17916,33407
17916,33689
17916,33699
17916,34033
17916,34444
17916,26158
17920,25883
17920,25885
17920,25894
17920,25896
17920,25902
17920,25903
17920,33399
17920,33400
17920,33680
17920,33682
17920,33689
17920,33699
17920,26158
17920,26477
17921,25883
17921,25885
17921,25891
17921,25894
17921,26144
17921,26150
17921,33399
17921,33400
17921,33675
17921,33679
17921,33680
17921,33689
17921,26158
17921,26477
17950,25910
17950,25912
17950,25914
17950,25917
17950,25918
17950,25921
17950,26169
17950,26492
17950,26502
17950,33419
17950,33705
17950,33707
17950,26168
17953,25912
17953,25914
17953,25917
17953,25921
17953,26169
17953,26487
17953,26492
17953,26881
17953,26891
17953,26895
17953,27441
17953,27453
17953,33407
17953,33705
17953,33707
17953,34056
17953,34466
17953,34468
17953,34474
17953,34481
17953,34952
17953,26168
17953,27454
17962,25912
17962,25914
17962,25917
17962,25921
17962,26169
17962,26487
17962,26492
17962,26881
17962,26891
17962,26895
17962,27441
17962,27453
17962,33407
17962,33705
17962,33707
17962,34056
17962,34466
17962,34468
17962,34474
17962,34481
17962,34940
17962,34952
17962,26168
17962,27454
17964,25910
17964,25912
17964,25914
17964,25917
17964,25918
17964,25921
17964,26169
17964,26487
17964,26492
17964,26881
17964,26891
17964,26895
17964,33407
17964,33705
17964,33707
17964,26168
17965,25912
17965,25917
17965,25921
17965,26487
17965,26492
17965,26873
17965,26879
17965,26880
17965,26881
17965,26891
17965,27398
17965,33407
17965,33699
17965,33705
17965,33707
17965,34033
17965,34457
17965,34466
17965,34468
17965,34939
17965,34940
17965,34952
17968,25910
17968,25912
17968,25914
17968,25917
17968,25918
17968,25921
17968,26169
17968,26487
17968,26492
17968,26881
17968,26891
17968,26895
17968,33407
17968,33705
17968,33707
17968,26168
17969,25910
17969,25912
17969,25914
17969,25917
17969,25918
17969,25921
17969,26169
17969,26487
17969,26492
17969,26891
17969,33407
17969,33705
17969,33707
17969,26168
17979,25934
17979,26182
17979,26189
17979,26195
17979,26198
17979,26515
17979,26516
17979,26517
17979,26519
17979,26524
17979,26528
17979,26916
17979,26919
17979,26938
17979,33422
17979,33428
17979,33430
17979,33434
17979,33439
17979,33441
17979,33444
17979,33731
17979,34066
17979,34070
17979,34077
17979,34078
17979,34515
17979,26935
17979,26946
17979,34079
17979,25951
17979,26529
17979,26536
17979,26522
17979,33733
17979,26183
17979,34085
17981,25926
17981,25928
17981,26181
17981,26182
17981,26502
17981,26515
17981,26516
17981,26517
17981,26916
17981,26917
17981,27480
17981,27486
17981,33419
17981,33422
17981,33426
17981,33428
17981,33434
17981,34058
17981,34070
17981,34484
17981,34498
17981,34503
17981,27463
17981,33424
17981,26183
17983,25922
17983,25924
17983,25926
17983,25928
17983,25934
17983,26181
17983,26182
17983,26189
17983,26198
17983,26515
17983,26516
17983,26517
17983,26528
17983,26916
17983,26917
17983,26919
17983,27480
17983,27496
17983,27501
17983,27502
17983,33422
17983,33426
17983,33428
17983,33430
17983,33434
17983,33439
17983,33441
17983,34066
17983,34070
17983,34077
17983,34078
17983,34498
17983,34503
17983,34505
17983,26935
17983,26946
17983,34079
17983,33424
17983,26522
17983,26183
17983,34508
17986,25926
17986,26181
17986,26182
17986,26189
17986,26198
17986,26515
17986,26516
17986,26517
17986,26528
17986,26916
17986,26917
17986,26919
17986,27472
17986,27480
17986,27486
17986,27496
17986,27501
17986,27502
17986,33422
17986,33426
17986,33428
17986,33430
17986,33434
17986,33439
17986,33441
17986,34066
17986,34070
17986,34077
17986,34078
17986,34498
17986,34503
17986,34505
17986,34510
17986,34513
17986,34967
17986,26935
17986,26946
17986,35004
17986,34079
17986,33424
17986,35008
17986,35000
17986,26522
17986,26183
17986,34508
17988,25922
17988,25924
17988,25926
17988,25928
17988,25934
17988,26181
17988,26182
17988,26502
17988,26515
17988,26516
17988,26517
17988,26916
17988,26917
17988,33419
17988,33422
17988,33426
17988,33428
17988,33434
17988,34058
17988,33424
17988,26183
17993,25922
17993,25924
17993,25926
17993,25928
17993,25934
17993,26181
17993,26182
17993,26502
17993,26515
17993,26516
17993,26517
17993,33419
17993,33422
17993,33426
17993,33428
17993,33434
17993,33424
17993,26183
17995,26182
17995,26189
17995,26195
17995,26198
17995,26515
17995,26516
17995,26517
17995,26519
17995,26524
17995,26528
17995,26916
17995,26919
17995,26938
17995,27486
17995,27496
17995,27501
17995,27502
17995,33422
17995,33428
