inner,outer
18000.0,79411
18000.0,85751
18000.0,113489
18000.0,114466
18025.0,26198
18025.0,26201
18025.0,33442
18025.0,80058
18025.0,80440
18025.0,85310
18025.0,85775
18025.0,86256
18025.0,85996
18025.0,26536
18025.0,113781
18025.0,113981
18025.0,78680
18025.0,114724
18025.0,79718
18025.0,86264
18025.0,113505
18025.0,113979
18025.0,114236
18025.0,26947
18077.0,18077
18077.0,26218
18077.0,26549
18077.0,33460
18077.0,33750
18077.0,34526
18077.0,35030
18077.0,35634
18077.0,78899
18077.0,79430
18077.0,79746
18077.0,87615
18077.0,114005
18077.0,114742
18077.0,79754
18077.0,78892
18077.0,113787
18077.0,113997
18077.0,35050
18077.0,88029
18077.0,86564
18077.0,87619
18077.0,86287
18102.0,25970
18102.0,26262
18102.0,78937
18102.0,79775
18102.0,80111
18102.0,86027
18102.0,113558
18102.0,114272
18102.0,113288
18102.0,114038
18102.0,113810
18102.0,79177
18102.0,113557
18102.0,85796
18102.0,78709
18112.0,25970
18112.0,26262
18112.0,26570
18112.0,26586
18112.0,26987
18112.0,26998
18112.0,27005
18112.0,27009
18112.0,33480
18112.0,33487
18112.0,33495
18112.0,33774
18112.0,78937
18112.0,79775
18112.0,80111
18112.0,86027
18112.0,86595
18112.0,86603
18112.0,86939
18112.0,86942
18112.0,86943
18112.0,88081
18112.0,113558
18112.0,114272
18112.0,114758
18112.0,115003
18112.0,113288
18112.0,86588
18112.0,114038
18112.0,113810
18112.0,79177
18112.0,80920
18112.0,88077
18112.0,115017
18112.0,113557
18112.0,85796
18112.0,114774
18112.0,87288
18150.0,25970
18150.0,26262
18150.0,26570
18150.0,26586
18150.0,26998
18150.0,27005
18150.0,27009
18150.0,33480
18150.0,33487
18150.0,33495
18150.0,33498
18150.0,78937
18150.0,79468
18150.0,79796
18150.0,79798
18150.0,80503
18150.0,85349
18150.0,86043
18150.0,86595
18150.0,86603
18150.0,86606
18150.0,113293
18150.0,113558
18150.0,113288
18150.0,114038
18150.0,78946
18150.0,113810
18150.0,79177
18150.0,113557
18150.0,80118
18150.0,114774
18174.0,18174
18174.0,26015
18174.0,26301
18174.0,27084
18174.0,28442
18174.0,28464
18174.0,28468
18174.0,28484
18174.0,28498
18174.0,28511
18174.0,29649
18174.0,29682
18174.0,30732
18174.0,30737
18174.0,30751
18174.0,34191
18174.0,34214
18174.0,35159
18174.0,35164
18174.0,35173
18174.0,35790
18174.0,35793
18174.0,35815
18174.0,36688
18174.0,37407
18174.0,37447
18174.0,37449
18174.0,38090
18174.0,38106
18174.0,38562
18174.0,38573
18174.0,38585
18174.0,39659
18174.0,39670
18174.0,79226
18174.0,79496
18174.0,79497
18174.0,80146
18174.0,80154
18174.0,80158
18174.0,80172
18174.0,80555
18174.0,80558
18174.0,80562
18174.0,81487
18174.0,81490
18174.0,86077
18174.0,86336
18174.0,86339
18174.0,86998
18174.0,87707
18174.0,88145
18174.0,88148
18174.0,89626
18174.0,89631
18174.0,89636
18174.0,89637
18174.0,115037
18174.0,115600
18174.0,26617
18174.0,113834
18174.0,114799
18174.0,37420
18174.0,85820
18174.0,86637
18174.0,115593
18174.0,81005
18174.0,80563
18174.0,36672
18174.0,27656
18218.0,18218
18218.0,18222
18218.0,19134
18218.0,25991
18218.0,26293
18218.0,27038
18218.0,27637
18218.0,27640
18218.0,27654
18218.0,28389
18218.0,29505
18218.0,29525
18218.0,30620
18218.0,31446
18218.0,33498
18218.0,34156
18218.0,34606
18218.0,34613
18218.0,35125
18218.0,35732
18218.0,35747
18218.0,37373
18218.0,38042
18218.0,38535
18218.0,38542
18218.0,38548
18218.0,38555
18218.0,39339
18218.0,39349
18218.0,79195
18218.0,79468
18218.0,79796
18218.0,79798
18218.0,79812
18218.0,80135
18218.0,80138
18218.0,80503
18218.0,80506
18218.0,80947
18218.0,81432
18218.0,81962
18218.0,85349
18218.0,85803
18218.0,86043
18218.0,86325
18218.0,86606
18218.0,86959
18218.0,86961
18218.0,87687
18218.0,88905
18218.0,88921
18218.0,89973
18218.0,115565
18218.0,89299
18218.0,87316
18218.0,35113
18218.0,115567
18218.0,114059
18218.0,80118
18218.0,114784
18222.0,18222
18222.0,25991
18222.0,26293
18222.0,27038
18222.0,27640
18222.0,27642
18222.0,27647
18222.0,27654
18222.0,28422
18222.0,28431
18222.0,29597
18222.0,30690
18222.0,31431
18222.0,31444
18222.0,31450
18222.0,34156
18222.0,34606
18222.0,34613
18222.0,34617
18222.0,35125
18222.0,35135
18222.0,35137
18222.0,36648
18222.0,38542
18222.0,38548
18222.0,38555
18222.0,38560
18222.0,39339
18222.0,39349
18222.0,79195
18222.0,79812
18222.0,80135
18222.0,80138
18222.0,80506
18222.0,80537
18222.0,81962
18222.0,85374
18222.0,85594
18222.0,85803
18222.0,86325
18222.0,86333
18222.0,86620
18222.0,86621
18222.0,86959
18222.0,86961
18222.0,87687
18222.0,88921
18222.0,89299
18222.0,86053
18222.0,87316
18222.0,35113
18222.0,114059
18222.0,26308
18222.0,114538
18222.0,114784
18249.0,18249
18249.0,26032
18249.0,26037
18249.0,26636
18249.0,27718
18249.0,27723
18249.0,27734
18249.0,27746
18249.0,27752
18249.0,28524
18249.0,28540
18249.0,29746
18249.0,29759
18249.0,33527
18249.0,33844
18249.0,34673
18249.0,35181
18249.0,35188
18249.0,35193
18249.0,35213
18249.0,35215
18249.0,35840
18249.0,36722
18249.0,37466
18249.0,37467
18249.0,37479
18249.0,37484
18249.0,37491
18249.0,38113
18249.0,38128
18249.0,38134
18249.0,38139
18249.0,79852
18249.0,79857
18249.0,80176
18249.0,81028
18249.0,86089
18249.0,86090
18249.0,86369
18249.0,87004
18249.0,87018
18249.0,87365
18249.0,113608
18249.0,27730
18249.0,86084
18249.0,35876
18249.0,114325
18249.0,26034
18249.0,114328
18249.0,34224
18249.0,80586
18249.0,114317
18249.0,33275
18249.0,87715
18249.0,27722
18249.0,87729
18249.0,115328
18377.0,18377
18377.0,26357
18377.0,26691
18377.0,27176
18377.0,27787
18377.0,28619
18377.0,28652
18377.0,28653
18377.0,28654
18377.0,29813
18377.0,29842
18377.0,33551
18377.0,34269
18377.0,34710
18377.0,35260
18377.0,35927
18377.0,35935
18377.0,35945
18377.0,37533
18377.0,38614
18377.0,80600
18377.0,80605
18377.0,81054
18377.0,81070
18377.0,85192
18377.0,85412
18377.0,85640
18377.0,85846
18377.0,87037
18377.0,87371
18377.0,87767
18377.0,88625
18377.0,88627
18377.0,89690
18377.0,114340
18377.0,80204
18377.0,115619
18377.0,35266
18377.0,85413
18377.0,81544
18377.0,27189
18377.0,81056
18377.0,35230
18377.0,115626
18377.0,27151
18377.0,35912
18387.0,18387
18387.0,26380
18387.0,26691
18387.0,26705
18387.0,27828
18387.0,28654
18387.0,33307
18387.0,33551
18387.0,33892
18387.0,34737
18387.0,35260
18387.0,35945
18387.0,35961
18387.0,35965
18387.0,79012
18387.0,79014
18387.0,79253
18387.0,79260
18387.0,80611
18387.0,81070
18387.0,85192
18387.0,85412
18387.0,86114
18387.0,87050
18387.0,88625
18387.0,35975
18387.0,80218
18387.0,35266
18387.0,114350
18387.0,85413
18387.0,27189
18428.0,18428
18428.0,26357
18428.0,26691
18428.0,26705
18428.0,27176
18428.0,27828
18428.0,28619
18428.0,28652
18428.0,28653
18428.0,28654
18428.0,28671
18428.0,33307
18428.0,33551
18428.0,34269
18428.0,35260
18428.0,35927
18428.0,35935
18428.0,35945
18428.0,37525
18428.0,37533
18428.0,79012
18428.0,79014
18428.0,79253
18428.0,79260
18428.0,80600
18428.0,80605
18428.0,80611
18428.0,81070
18428.0,85192
18428.0,85412
18428.0,85640
18428.0,86114
18428.0,87037
18428.0,87371
18428.0,87767
18428.0,88625
18428.0,88627
18428.0,113619
18428.0,80218
18428.0,35266
18428.0,114350
18428.0,85413
18428.0,27189
18428.0,81056
18441.0,18441
18441.0,26066
18441.0,26736
18441.0,27198
18441.0,27219
18441.0,27225
18441.0,27229
18441.0,27844
18441.0,27849
18441.0,27858
18441.0,28716
18441.0,28719
18441.0,28739
18441.0,33575
18441.0,33914
18441.0,34304
18441.0,34313
18441.0,34750
18441.0,34759
18441.0,35293
18441.0,35297
18441.0,35301
18441.0,35303
18441.0,36840
18441.0,36859
18441.0,37567
18441.0,79047
18441.0,79585
18441.0,80245
18441.0,80622
18441.0,80627
18441.0,80641
18441.0,81115
18441.0,85674
18441.0,86699
18441.0,86713
18441.0,87792
18441.0,87794
18441.0,81091
18441.0,113873
18441.0,114139
18441.0,80240
18441.0,33916
18441.0,33897
18441.0,113650
18441.0,114360
18441.0,88646
18459.0,18459
18459.0,26736
18459.0,27219
18459.0,27229
18459.0,28716
18459.0,28719
18459.0,28739
18459.0,28780
18459.0,28785
18459.0,30941
18459.0,33338
18459.0,33914
18459.0,34313
18459.0,35297
18459.0,35301
18459.0,35303
18459.0,36840
18459.0,36859
18459.0,39432
18459.0,39436
18459.0,79585
18459.0,80245
18459.0,80627
18459.0,80641
18459.0,81115
18459.0,85217
18459.0,85674
18459.0,85888
18459.0,86699
18459.0,86713
18459.0,87411
18459.0,87794
18459.0,115382
18459.0,113880
18459.0,114139
18459.0,80240
18459.0,33916
18459.0,33929
18524.0,18524
18524.0,26405
18524.0,26411
18524.0,26412
18524.0,26764
18524.0,27257
18524.0,28780
18524.0,28785
18524.0,28809
18524.0,30941
18524.0,30959
18524.0,30966
18524.0,33338
18524.0,33598
18524.0,33932
18524.0,33947
18524.0,34336
18524.0,35301
18524.0,35327
18524.0,35329
18524.0,35339
18524.0,36859
18524.0,37614
18524.0,37623
18524.0,37624
18524.0,79597
18524.0,80245
18524.0,80641
18524.0,80650
18524.0,81115
18524.0,81613
18524.0,82148
18524.0,85217
18524.0,85674
18524.0,85888
18524.0,86713
18524.0,87411
18524.0,87412
18524.0,88667
18524.0,115382
18524.0,113880
18524.0,114139
18524.0,113882
18524.0,115115
18524.0,80240
18524.0,86437
18524.0,79932
18524.0,33929
18528.0,18528
18528.0,18559
18528.0,26104
18528.0,26405
18528.0,26411
18528.0,26412
18528.0,26764
18528.0,27257
18528.0,28780
18528.0,28785
18528.0,28809
18528.0,29979
18528.0,30941
18528.0,33338
18528.0,33598
18528.0,33932
18528.0,33947
18528.0,34336
18528.0,35327
18528.0,35329
18528.0,35339
18528.0,36887
18528.0,37614
18528.0,37623
18528.0,37624
18528.0,38241
18528.0,79597
18528.0,80648
18528.0,80650
18528.0,81613
18528.0,85217
18528.0,85227
18528.0,85888
18528.0,87077
18528.0,87081
18528.0,87083
18528.0,87411
18528.0,87412
18528.0,88258
18528.0,88259
18528.0,88667
18528.0,115382
18528.0,113880
18528.0,87082
18528.0,113882
18528.0,115115
18528.0,86437
18528.0,38240
18528.0,79932
18528.0,33929
18539.0,18539
18539.0,26104
18539.0,26405
18539.0,26411
18539.0,26412
18539.0,26764
18539.0,27257
18539.0,33338
18539.0,33598
18539.0,33932
18539.0,33947
18539.0,34336
18539.0,35327
18539.0,35329
18539.0,35339
18539.0,79056
18539.0,79597
18539.0,80648
18539.0,80650
18539.0,85217
18539.0,85227
18539.0,85888
18539.0,87077
18539.0,87081
18539.0,87083
18539.0,87411
18539.0,87412
18539.0,88258
18539.0,88259
18539.0,113375
18539.0,113880
18539.0,87082
18539.0,113882
18539.0,86437
18539.0,79932
18539.0,33929
18559.0,18528
18559.0,18559
18559.0,26104
18559.0,26405
18559.0,26411
18559.0,26412
18559.0,26764
18559.0,27257
18559.0,28780
18559.0,28785
18559.0,28809
18559.0,29979
18559.0,30941
18559.0,33338
18559.0,33598
18559.0,33932
18559.0,33947
18559.0,34336
18559.0,35327
18559.0,35329
18559.0,35339
18559.0,36887
18559.0,37614
18559.0,37623
18559.0,37624
18559.0,38241
18559.0,79597
18559.0,80648
18559.0,80650
18559.0,81613
18559.0,85217
18559.0,85227
18559.0,85888
18559.0,87077
18559.0,87081
18559.0,87083
18559.0,87411
18559.0,87412
18559.0,88258
18559.0,88259
18559.0,88667
18559.0,115382
18559.0,113880
18559.0,87082
18559.0,113882
18559.0,115115
18559.0,86437
18559.0,38240
18559.0,79932
18559.0,33929
18570.0,18570
18570.0,26106
18570.0,26429
18570.0,27286
18570.0,27290
18570.0,27294
18570.0,27977
18570.0,28008
18570.0,28019
18570.0,28870
18570.0,28872
18570.0,28874
18570.0,28877
18570.0,30023
18570.0,31009
18570.0,31011
18570.0,33967
18570.0,33968
18570.0,34375
18570.0,34839
18570.0,34845
18570.0,35367
18570.0,35371
18570.0,35402
18570.0,36089
18570.0,36946
18570.0,37683
18570.0,38275
18570.0,39125
18570.0,79314
18570.0,79331
18570.0,79943
18570.0,79958
18570.0,80301
18570.0,80680
18570.0,80682
18570.0,80688
18570.0,81142
18570.0,81645
18570.0,85703
18570.0,86451
18570.0,86456
18570.0,88295
18570.0,113904
18570.0,113907
18570.0,115134
18570.0,85702
18570.0,89782
18570.0,115420
18570.0,39119
18570.0,89762
18570.0,39771
18570.0,89076
18570.0,115697
18570.0,113900
18570.0,88277
18570.0,114395
18600.0,18600
18600.0,26106
18600.0,26429
18600.0,27286
18600.0,27290
18600.0,27294
18600.0,27950
18600.0,27977
18600.0,28826
18600.0,28827
18600.0,28870
18600.0,28872
18600.0,28874
18600.0,28877
18600.0,30006
18600.0,30023
18600.0,33967
18600.0,33968
18600.0,34814
18600.0,34839
18600.0,35362
18600.0,35367
18600.0,35371
18600.0,36064
18600.0,36089
18600.0,36922
18600.0,36946
18600.0,37683
18600.0,38275
18600.0,39125
18600.0,79314
18600.0,79943
18600.0,79958
18600.0,80680
18600.0,80682
18600.0,80688
18600.0,81142
18600.0,81629
18600.0,85690
18600.0,86451
18600.0,86456
18600.0,88270
18600.0,113671
18600.0,113898
18600.0,113904
18600.0,115126
18600.0,86161
18600.0,39119
18600.0,89076
18600.0,33610
18600.0,113900
18600.0,88277
18600.0,114395
18600.0,36920
18631.0,18631
18631.0,25873
18631.0,26449
18631.0,26819
18631.0,26828
18631.0,27335
18631.0,27341
18631.0,28046
18631.0,28068
18631.0,29012
18631.0,29016
18631.0,29046
18631.0,30131
18631.0,31057
18631.0,31064
18631.0,33644
18631.0,33645
18631.0,33658
18631.0,33982
18631.0,33988
18631.0,35448
18631.0,35458
18631.0,35459
18631.0,36190
18631.0,37719
18631.0,38307
18631.0,38308
18631.0,38749
18631.0,39166
18631.0,39798
18631.0,79349
18631.0,79987
18631.0,80714
18631.0,80722
18631.0,81190
18631.0,85489
18631.0,86199
18631.0,86479
18631.0,86779
18631.0,87121
18631.0,87474
18631.0,88345
18631.0,109971
18631.0,114411
18631.0,114636
18631.0,115720
18631.0,88319
18631.0,87144
18631.0,114643
18631.0,39507
18631.0,39152
18631.0,115429
18631.0,88321
18631.0,114650
18631.0,89113
18635.0,18635
18635.0,25863
18635.0,26125
18635.0,26449
18635.0,26819
18635.0,27318
18635.0,28008
18635.0,28019
18635.0,28952
18635.0,33644
18635.0,33645
18635.0,34375
18635.0,34383
18635.0,34845
18635.0,35402
18635.0,36146
18635.0,38749
18635.0,79331
18635.0,80301
18635.0,80714
18635.0,81190
18635.0,81645
18635.0,85703
18635.0,86769
18635.0,86779
18635.0,87116
18635.0,87474
18635.0,88295
18635.0,88309
18635.0,89450
18635.0,113907
18635.0,115134
18635.0,88319
18635.0,85702
18635.0,89782
18635.0,115420
18635.0,39152
18635.0,115429
18635.0,88321
18635.0,115697
18635.0,87464
18676.0,18676
18676.0,25863
18676.0,25873
18676.0,26125
18676.0,26449
18676.0,26819
18676.0,27318
18676.0,27335
18676.0,27341
18676.0,28046
18676.0,28952
18676.0,33644
18676.0,33645
18676.0,33982
18676.0,33988
18676.0,34383
18676.0,36146
18676.0,80714
18676.0,80722
18676.0,81190
18676.0,86769
18676.0,86779
18676.0,87116
18676.0,87121
18676.0,87474
18676.0,88309
18676.0,113692
18676.0,114636
18676.0,88319
18676.0,114643
18676.0,88321
18676.0,87464
18682.0,18570
18682.0,18682
18682.0,19987
18682.0,26106
18682.0,26429
18682.0,27286
18682.0,27290
18682.0,27294
18682.0,27977
18682.0,28008
18682.0,28019
18682.0,28870
18682.0,28872
18682.0,28874
18682.0,28877
18682.0,30023
18682.0,31009
18682.0,31011
18682.0,33967
18682.0,33968
18682.0,34375
18682.0,34839
18682.0,34845
18682.0,35367
18682.0,35371
18682.0,35402
18682.0,36089
18682.0,36946
18682.0,37683
18682.0,38275
18682.0,39125
18682.0,79314
18682.0,79331
18682.0,79943
18682.0,79958
18682.0,80301
18682.0,80680
18682.0,80682
18682.0,80688
18682.0,81142
18682.0,81645
18682.0,85703
18682.0,86451
18682.0,86456
18682.0,88295
18682.0,113907
18682.0,115134
18682.0,85702
18682.0,89782
18682.0,115420
18682.0,39119
18682.0,89762
18682.0,39771
18682.0,89076
18682.0,115697
18682.0,88277
18682.0,114395
18684.0,18684
18684.0,25873
18684.0,26449
18684.0,26819
18684.0,26828
18684.0,27335
18684.0,27341
18684.0,28046
18684.0,28068
18684.0,29012
18684.0,29016
18684.0,29046
18684.0,30131
18684.0,33644
18684.0,33645
18684.0,33658
18684.0,33982
18684.0,33988
18684.0,35448
18684.0,35458
18684.0,35459
18684.0,36190
18684.0,37719
18684.0,38307
18684.0,38308
18684.0,38749
18684.0,39166
18684.0,79349
18684.0,79987
18684.0,80714
18684.0,80722
18684.0,81190
18684.0,85489
18684.0,86199
18684.0,86479
18684.0,86779
18684.0,87121
18684.0,87474
18684.0,88345
18684.0,109996
18684.0,114411
18684.0,114636
18684.0,88319
18684.0,87144
18684.0,114643
18684.0,39152
18684.0,115429
18684.0,88321
18684.0,114650
18684.0,89113
18698.0,18698
18698.0,25886
18698.0,26839
18698.0,27365
18698.0,27381
18698.0,28111
18698.0,29041
18698.0,30150
18698.0,30191
18698.0,30203
18698.0,33672
18698.0,34009
18698.0,34418
18698.0,34910
18698.0,35454
18698.0,36212
18698.0,37030
18698.0,37044
18698.0,37050
18698.0,37061
18698.0,38328
18698.0,38333
18698.0,38770
18698.0,79365
18698.0,80000
18698.0,80001
18698.0,80341
18698.0,81715
18698.0,81739
18698.0,81745
18698.0,86202
18698.0,86491
18698.0,86496
18698.0,86798
18698.0,88360
18698.0,88729
18698.0,88734
18698.0,89119
18698.0,89120
18698.0,113710
18698.0,86215
18698.0,87500
18698.0,85507
18698.0,113935
18698.0,113933
18698.0,80345
18698.0,115165
18698.0,28133
18698.0,115168
18698.0,114922
18698.0,38318
18698.0,87485
18698.0,85717
18698.0,29052
18698.0,114417
18728.0,18728
18728.0,18732
18728.0,25886
18728.0,26839
18728.0,27365
18728.0,27381
18728.0,28111
18728.0,29041
18728.0,30150
18728.0,30166
18728.0,30191
18728.0,30198
18728.0,30203
18728.0,30205
18728.0,31084
18728.0,31092
18728.0,31120
18728.0,31123
18728.0,33672
18728.0,34009
18728.0,34418
18728.0,34910
18728.0,35454
18728.0,36212
18728.0,37030
18728.0,37044
18728.0,37050
18728.0,37061
18728.0,38328
18728.0,38333
18728.0,38770
18728.0,38784
18728.0,79365
18728.0,80000
18728.0,80001
18728.0,80341
18728.0,81715
18728.0,81719
18728.0,81739
18728.0,81745
18728.0,82234
18728.0,82246
18728.0,86202
18728.0,86491
18728.0,86496
18728.0,86798
18728.0,88360
18728.0,88729
18728.0,88734
18728.0,89119
18728.0,89120
18728.0,89807
18728.0,89808
18728.0,89814
18728.0,115739
18728.0,86215
18728.0,87500
18728.0,85507
18728.0,113935
18728.0,113933
18728.0,80345
18728.0,115165
18728.0,28133
18728.0,115168
18728.0,114922
18728.0,38318
18728.0,87485
18728.0,85717
18728.0,29052
18728.0,114417
18732.0,18728
18732.0,18732
18732.0,25886
18732.0,26839
18732.0,27365
18732.0,27381
18732.0,28111
18732.0,29041
18732.0,30150
18732.0,30166
18732.0,30191
18732.0,30198
18732.0,30203
18732.0,30205
18732.0,31084
18732.0,31092
18732.0,31120
18732.0,31123
18732.0,33672
